,게시글 ID,작성일,작성자,제목,본문
25,332915,2020.12.23. 13:08,나다시돌아갈래,허벅지 지방추출시술 ~ 2주차 총 후기!!,12월 초 아무리 다이어트해도 빠지지 않는 허벅지때문에허벅지지방추출시술을 받았는데 2주차까지의 기록용 후기남겨봅니다:)<시술 전>제 허벅지의 큰 문제점은 앞벅지+옆벅지가유독 튀어나와 라인이 별로 안 이쁘고오래 앉아있으면 또 허벅지가 많이 저리더라고요..ㅎ(그래서 결국 오랜 고민 끝 시술)*시술 전 허벅지 둘레 : 54.9cm<시술 당일>솔직히 안 아팠다면 거짓말!허벅지 옆 + 앞 + 안쪽 + 승마 이렇게 시술했는데 안쪽이 매우...처음 느껴보는 고통이었어요 ..ㅋㅋㅋㅋ다리는 엄청 붓고 멍은 보라색 처럼 올라왔지만멍크림 꾸준히 5일정도 바르니 없어지더라구용!<시술 1주 차>(왼) 시술 후 3일 / (오) 시술 후 1주차시술 1주차부터는 후관리를 받으면 더 빨리 빠진다고 해서 후관리도 받아봤어요!!1주차 정도엔 멍도 많이 나아지고 허벅지 옆살이 약간 들어간것 같았는데 가서 재보니까 53.8cm! 1주차 만에 1cm정도 빠졌어요..!(원래 이렇게 빠지는 건지 제가 빠른 건지 모르겠네요)<시술 2주차>조금 확대해서 찍은 사진이지만이렇게 모아두니 정말 허벅지 라인이 정리된거 같기도 하네용!후관리까지 받고 온 2주차 둘레는53.4cm!!1주차까지는 앉거나 걸어다닐때 통증이 좀 느껴졌는데 (허벅지 안쪽 쓰라림+뻐근함)2주차엔 통증이 없어지고 약간의 뻐근함이 있어틈틈히 스트레칭하고 있어요:D-0.4감소지만 다이어트 열심히 해서더 얇아지고 싶네여😊
26,332906,2020.12.23. 11:40,그레이스냥,"복부 람스 두달 후기, 궁서체입니다.",집콕하면서 요즘 낙이라고는 달라지는 몸매로 기분전환이 되는거 말고는 없네요. 여름 원피스에 충격 받고 복부 무한람스 받은지 2개월 조금 넘었어요. 집콕 하게 되면 자꾸 쇼핑을 하게 되서 택배들이 쌓여가고..냉장고도 쌓이고.. 왜 그렇게 사고싶은건 많고 먹고싶은건 많고 입고 싶은건 많고 예쁜건 많은지.. 아무튼!! 그 모든 것은 제치고.... 여름옷을 다시 꺼냈습니다. 복부람스전 과 후를 보려고요. 진짜 귀찮은데 너무 궁금해서 못 참겠다더라고요!!!!!! 결과는.....저... 진심 복부 무한람스만 했거든요.... 어플 땜에 옷 색깔 달라보이지만.... 이건 액정필름 새로 산 문제이라 ㅠㅠ 이게.. 같은 옷이라는거...심지어!!! 허리를 잡아도 앞이 쭈글쭈글하게 남아요!!! 꺄아!!! 이 상태로 꾸준히 유지해서 빨리 여름이 오면 좋겠어요!!!! 람스 진짜 내가 애정합니다 꺄아!!! 
27,332880,2020.12.23. 01:34,음,9일차 체충을 했다,본인 기록용입니당.이런 사람도 있구나~ 하시면 될듯5일째는 이게 손가락이야 소시지야 하면서 보냈음 ㅠ팔은 그냥 고구마..몸은 아프고 오히려 불어서 4키로까지 찌고 효과는 안보이고.. 괜한짓 했나 우울 극치.토요일(6일차) 예약하고 원장님 상담 받았는데 붓기가 심한편이라고 하심 ㅠ멍도 심하고...팔 멍은 손가락까지 내려가서 양손 채도가 다름. 왼쪽은 내 살색이 없고 보라 파랑 노란멍 ㅠ배 멍은 허벅지로 내려가더니 무릎 직전까지 (허안으로) 옴.징그럽고 우울해서 사진도 안 찍었다.내방한김에 몸무게 재봣는데 1키로 빠짐. (처음대비 +3)일요일(7일차) 잠만 잤음. 머리 아플때까지.붓기 빠진 느낌 늘었지만 짜증나서 볼 생각 안함.월요일(8일차) 아침에 붓기 빠진것 같아서.. 몸무게 재보니까 1키로 빠짐. 주말에 안 움직여서 몰랏는데 팔 땡기는 느낌도 확연히 감소한게 느껴짐. (처음대비 +2)화요일(9) 1키로 빠짐. 신기함. (처음대비+1)멍이 옅어진게 보임. 근데 팔뚝 안쪽은 여전히 씻보라색.손 대면 아픈 부위는 체충하면 아픔. 감각 평범한 곳은 그냥 콕콕콕콕 찌르는 느낌..붓기 빠지는데 도움준다고 족욕기 샀는데 오늘와서 저녁에 했다.팬티라인따라 아랫배 층지는 것 같아서ㅠ 복부 압박복 살까.. 고민 중...첫날 옷 두껍게 + 목도리 채 몸무게 재서 많이 나왔음. 저날 아침 몸무게는 54.5화요일 아침은 55.4예전에 운동할때 이렇게 만들려면.. 반년을 식단 운동 했어야 했는데 일주일만에 이게.. 말이 되는지..?붓기빠지면 어떨지 기대됨. 아직 라인은 변화 없어서ㅠ 저 인바디보면 생각나는 몸이 아님 ㅎ일주일 몸무게 변화..이번주는 걷기 운동 해야지..
28,332809,2020.12.22. 13:56,크캬크캬,허벅지 종아리 람스 3주차예용ㅎㅎ,NaN
29,332807,2020.12.22. 13:43,답이짱,람스,람스 브라라인 하고 브라자 해도 되나요??
30,332735,2020.12.21. 14:46,저는안대용,지방추출주사받은지 두달차인데 확실히 얇아지긴하네요,"팔뚝 각각 네병씩, 룩팻으로 여덟병했어요팔뚝이라 그런가 살 얼마 없는 부분에 하니 효과 좋네요코로나인대도 재택 절대 안시켜주는 회사에 휴가도 못내서 룩팻했거든요 원래는 지흡 생각하고 있었는데 지흡하고 도저히 출근할 자신이 없어서 ㅠㅠ기대를 안해서 그런가 더 만족스러워요시간 안나시는 분들은 룩팻도 추천해요팔 내리면 어깨선으로 둥그렇게 퍼지는? 튀어나오는 살 싹 사라졌음!추출주사도 괜찮네요ㅋㅋ"
31,332699,2020.12.21. 09:28,alddld,승마살 지팻 3일차,토요일에 승마만 썰고왔어요.허벅지 안쪽까지 할까했는데 6부위라 비용이 부담돼서 일단 라인정리에 가장 중요한 승마만...시술중에 지난번에 팔 했을때보다 더 아픈거같다했더니 의사선생님이 그냥 까먹은거 아니냐곸ㅋㅋㅋ 농담도 주고받으면서 시술 잘 하고왔네요 다리는 정말 많이 사용하는 부위라 걱정했는데 생각보다 움직일만하고 의자앉고 일어날땐 운동빡세게 하고나서 다음날 느껴지는 근육통정도?양쪽에서 700cc조금 넘게 뺐는데 많이 빠진거겠죠?팔도 꽤 효과봐서 거침없이 예약했는데ㅋㅋ 아직 붓기가 꽤 있어서 빨리 붓기빠졌으면 좋겠어요ㅠㅠ
32,332669,2020.12.20. 21:31,달려달려여,남자 러브핸들..,표준체중에 체지방률 12퍼센트인데..러브핸들이랑 뱃살땜에 고민이네요..운동해도 빠지지도 않고..ㅜㅜ러브핸들 하복부무한으로 하면 가격이 어떻게될까요?가서 상담만 받아볼수도 있나요?
33,332568,2020.12.19. 17:01,요미별,저 오늘 람스예약 걸고 오네요.,"효과적으론..지흡 하고팠지만회복기간ㅜ때문에 람스ㅎ룩팻 람스 둘중 고민하다 람스로~상담 때 람스가 더 편안하고 안전하다는 인상이 남았거든요~12.26에 허벅안, 승마 무한1.2에 러브핸들무한, 아랫배3보틀 정도로요~~꽤 비싼비용에 깜짝 놀랬지만..내년에 있을 웨딩준비에 더이상 고민할수가 없어서ㅎㅎ운동도 계속 하니 효과 좋길 바라며~~!"
34,332523,2020.12.19. 00:53,멋진인생이야,"지방추출주사 두달후기, 옷태가 달라지고있어요",날도 춥고 코로나가 기승이라 마음이 같이 추워져서 그런지평소보다 더 꽁꽁 싸매고 다니게 되네요 ..저는 지방추출주사 받은지 벌써 두달째되었어요시술받고 효과를 높이려고 여러가지 다이어트를 하다보니나름 생활도 변하고 노하우도 생겼어요ㅎㅎ지난 몇주간 몸무게 변동이 없어서 이번주에는식단을 좀 바꿔봤더니 효과가 있어서공유해봐요♡일주일만 다이어트 도시락으로 바꿔봤어요굉장히 많은 종류가 있던데 저는 닭가슴살로골라봤어요양이 좀 적을 수 있지만 생각보다 소스가 간이 세게 나와서 맛이괜찮았어요~^^그리고 자세교정하면. 체형이 교정되면서라인이 더 좋아질것 같아서 같이 해봤어요!대망의 시술 전후 사진입니다시술전 사진우리 같이 다이어트 정체기를 극복해봐요!
35,332513,2020.12.18. 23:12,우디랑1,지팻 예약하고왔어요 준비물과 팁좀 알려주세요ㅜ,헐렁한 옷 말곤 따로 말을 안해주더라구여ㅠㅠ허벅지안쪽팔총 8군데 하기로했어용멍크림같은것도 다 사야하나욮?후관리는 필순가여?
36,332501,2020.12.18. 21:12,냥댕이2,무한람스 꿀팁 대방출,"무한람스 경력직(?)입니다. 복부만 두번 하면서 겪은 무한람스 꿀팁 말씀드릴게용!!1. 제일 중요한거 식단관리에요.람스하고나서 식단관리 안한다 -> 바보..... 저는 오랫동안 다이어트를 했었어요. 처음에는 이것도 안돼 저것도 안돼 극단적으로 하다 보니까 조금만 해도 지치고 힘들더라구요.그래서 이제는 먹는 대신에 조금만 먹기로 했습니다 ^_^다 먹고살자고, 사는김에 이뻐지려고 하는 건데 맛있는거 못먹는다고 하면 너무 슬프잖아요.저는 먹되, 한숟가락씩 덜어서 먹으려고 했어요. 케이크? 먹되 남기는거 아까워 히지 않고 반만먹고 버렸어요. 남기면 또 먹고먹고...먹고,.......... ㅠㅠㅠㅠ음식 버리는거 아까워하지 않는 습관이 중요한 것 같아요.처음에는 막 남겼었는데 이제는 노하우가 생겼어요 ㅎㅎ음식점에서  주문할때도 반만 달라고 요청드리고 집에서 밥할때도 먹을만큼만 해요. 많이했다가 우걱우걱 먹을까봐서 ㅠㅠ확실히 람스하면서 식단조절 하니까 시너지효과가 나요2. 간단한 운동은 하자람스가 좋은점은 회복이 빠르다는 점이잖아요. 일주일간은 무리하지 않는 선에서 분주하게 움직이는 정도로 운동하는것도 괜찮은 것 같아요.근데 몸이 약하신분은 어려울수도 있잖아요? 저희 친언니같은.. 저희 언니는 밖에서 뛰다가 쓰러진다고 집에 요가메트 깔아놓고 유산소 운동을 하더라구요.유튜브에 유산소운동이나 몸매관리 치면 나오는 운동들 틀어놓고 따라하더라구요강x나 스트레칭이나 다x티비같은 (이런거 공개하면 안되는거면 말씀해주세요 ㅠㅠ) 스트레칭하더라구요.이런 운동도 추천드려요.3. 후관리는 선택이 아닌 필수.저는 솔직히 처음 람스할때 한번하면 영화 '미녀는 괴로워'처럼 끝일줄 알았는데... 관리가 더 중요하더라구요.제가 의지가 있는 사람이었다면 좋았겠지만 그랬다면 람스를 하지 않았겠죠....?의지박약 작심삼일인 저로써는 관리가 필요했어요. 그래서 집근처 숫자병원 후관리를 등록하게 되었습니다.(저는 개인적으로 람스시술할때 거리도 중요하다고 생각해요. 강남 압구정의 병원들은 거리도 멀고 귀찮아서 자주 안가게 되더라구요.숫자병원은 대형체인병원인지라 강남아무병원보다 더 믿음직스럽구요. 차라리 집근처가 낫다고 생각합니다.)지방분해주사랑 체외충격파 받고나면 확실이 멍이랑 붓기가 빨리 빠지는게 느껴져요.한번 갔다올때마다 라인이 훅훅 보이니까 빨리 가고싶고, 저는 지금 지방분해주사도 추가해서 맞고 있는데 배에 살이 안찌는게 느껴져요.저는 실장님이 추천해주신대로, 한달차까지는 멍+붓기중심으로 진행했구요.골든타임 챙기려고 두달부터는 지방분해+붓기 중심으로 관리하고있어요.후관리 하러 가면서  체중측정을 하게 되니까 스스로도 더 신경쓰게 되더라구요.여러분들도 후관리 꼭 추가해서 받으세요.람스는 1개월 후부터 훅훅 빠지는데 후관리 같이받으면 엄청난 시너지가 나요.람스 경력직의 꿀팁대방출이었습니다."
37,332498,2020.12.18. 20:26,김남길,추천인? 메이트? 실천지수 같이 쌓으실분,오늘 시술받고 왔는데 어플 보다보니 메이트 등록을 다섯명 할 수 있는것 같네요. 서로 메이트 되실 분 쪽지 주세용~!!
38,332486,2020.12.18. 18:02,6011,인모드 잘 아시는분 ㅠㅠ,포마랑 포르마 ? 두개 나뉘어진다는데 두개 동시에 하는게 좋은가요? 윤곽주사만 맞다가 리프팅도 해보고싶은데 가격이 포르마 추가하면 두배로 올라가네요 ㅠㅠ 
39,332475,2020.12.18. 16:32,나너엉,지방추출주사 3주차 후관리 받고 왔어요!,"오늘은 세번째 후관리 받고 왔습니당 ^_^요즘 원래 입던 옷이 널널해져서 아 사이즈 좀 많이 줄었겠다 싶어서 재봤더니 병원 선생님들 다 놀라셨어용 ,,저 완전히 시술 체질인가봐요ㅋㅋㅋ 단기간에 이렇게 드라마틱한 변화가 있다니 🥺 너무 행복해요오늘 상담도 했는데 아직 붓기가 있는데도 이정도라니 앞으로도 관리 열심히 하려구요😊👍 병원 갈때마다 설레는 마음으로 가고 있어요 그리고 예전엔 상상도 못했던 바지들 인터넷 쇼핑으로 마구마구 사고있어요 진짜 새 인생 사는 기분이에요 고민하시는 분들 진짜 지방흡입 전문병원 너무너무 추천드려요ㅠㅠㅠ"
40,332468,2020.12.18. 16:16,요를레이,팔뚝미니지방흡입하고 라인정리 될까요..?,팔뚝미니지방흡입하고 난 다음에 팔뚝 라인정리 제대로 될까요..?무한 람스로 하신 분들 보니까 잘 안되신 분들도 있어서 그래서 좀 고민중이거든요..지방분해주사는 별로 효과 없고 간편하기도 하고.. 시술 받고 다음날에 일해야해서요 ㅠㅠ어쩔 수 없이 평일날 해야하거든요.. 일단 추천 받았던건룩팻이랑 소다팻 디팻 리포샷 이렇게 네 개네요!여기 있는 시술들 중에서 해보신 분 계실까요..?라인 정리 확실하게 되는지가 궁금하네요 ㅠㅠ
41,332382,2020.12.18. 08:20,음,4일차,"사진 올릴 생각 없었는제 갑자기 사진.. 멍이 원래 이렇게 드나?? 생각이 가득참.압박복땜에 더 붓는거 아닌가 (피가 안 통해서) 생각도 들고 첨엔 목요일 오후까지 입으면 된다했어서 퇴근후 바로 환복!뜬금없이 손가락 관절위치까지 보래져서.. 대체.. 왜..?첨 상담 매니저랑 상담할때시술 (월요일) 며칠뒤 -목요일1, 주말- 일정 소화 가능하냐 할때 충분하다 했는데... 제가 특이케이스인가요ㅎ?목요일 병원 (다른 병원) 일정 취소주말은 코로나라고 일정 취소되어서 다행..겨드랑이쪽 이상하게 뭉친게 있는데 이건 체충이 해결해주겠지? 행복회로 돌리는 중"
42,332367,2020.12.18. 00:08,이번생엔,[복부무한 19주차] 스커트 흘러내릴때 쾌감!!!ㅎㅎ,시술 19주웬만한 옷들은 다 커져서 2~3번에 걸쳐서 정리했는데 남아있는 옷이 있어서 입어봤습니당ㅋㅋ이 친구도 보내줘야겠네요 ㅋㅋㅋ시술전아주 꽈악..맞아서 ㅋㅋ 팬티라인까지 다 드러나던 옷이었는데 🤣🤣ㅎㅎ흘러내리는 옷은 역시 영상으로 남겨야 제맛!
43,332334,2020.12.17. 17:30,빵귤,허벅지 무한람스 1일차 후기,"어제 허벅지 무한람스를 받고 왔어요.아프다는 글이 많아서 진짜 걱정 많았는데 저는거짓말 안하고 하나도 안아팠어요ㅋ 가끔 따끔한 정도?시술받는내내 원장님이랑 편하게 대화하며 진행했어요ㅋ물론 사바사이긴 하지만 람스 아플까봐 고민인 분들에게 너무 걱정 하지말라고 말하고 싶더라구요.멍이 잘 드는 편이라 그런지 시술받은 날 밤부터 멍이 올라왔구요, 하루 지나고 찍어본 멍 사진이에요.다리가 많이 부어 있긴하지만 일상생활에 크게 불편함은 없는데 얼른 후관리 받으러 가고싶네요ㅋ"
44,332291,2020.12.17. 09:35,음,3일차,내가 이렇게 부지런한 사람이 아닌데ㅠ 요즘은 하루하루가 달라서 글 쓰는 듯왼손 여전히 호빵맨. 진짜 붓기 언제빠져.. 스트레스몸무게 불은 것도 여전. 고작 3일새 너무 많은걸 바라나? 싶긴함.하지만 애초 평균측에 들어갔는데 손만보면 고도비만처럼 보여...용액때문에 몸무게 늘고강제로 지방 뺐으니 체지방 감소그에 비례해 골격근량과 기초대사량 증가.근데 거짓수치 같은게.. 오히려 몸은 더 힘들음. 계단 좀 올라갔다고 숨 헐덕거려...배 고구마 심하다는 사람에 비해 나는 별로 없는 듯?앉는게 좀 편해졌다 싶어서 보니까 허벅지로 멍이 내려옴;;; 이럴수도 있나..? 멍 왜 움직이는거지? 왜 내려오는거지??배는 붓기 금방 빠졌는지 압박복 크게 불편하진 않고.. 되려 드디어 올인원 압박복 가랑이 단추 작은부분 채움 ㅎ반면에 팔는 ㅎㅇ바본상태.... 진짜 .... 너무 힘들어.. 팔을 좀 올려야 머리를 감든 말든 할텐데 ㅋㅋㅋㅋㅋㅋㅋㅋ 안됨.팔 멍도 손목까지 내려옴.전체적으로 라인 잡힌것 같기도 한데.. 바본인지 뭔지가 너무 힘들어서 고통대비 만족으론 글쎄ㅜ 좀 더 지켜봐야할듯.일단 다음주 체충하면 많이 빠진다니까.. 지켜봐야지..압박복 입고 있지만 무한람스한것 맞습니다...
